shader_slot,selector,base_name,render_bucket,slot,uv,hidden,artist_name,semantic_portrait_id,portrait_status,activity,channels,formula_ids,formula_expressions,notes,transport_profile_id
vehicle_lightsemissive_siren.sps > DamageSampler,vehicle_lightsemissive_siren.sps,vehicle_lightsemissive_siren,1,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_lightsemissive_siren.sps > DirtSampler,vehicle_lightsemissive_siren.sps,vehicle_lightsemissive_siren,1,DirtSampler,1,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_lightsemissive_siren.sps > SpecSampler,vehicle_lightsemissive_siren.sps,vehicle_lightsemissive_siren,1,SpecSampler,0,False,Упакованная карта бликов,SEM_2D79D555B58D8DF6,resolved,active,"{""A"": ""Линейный falloff input фиксированного vehicle-spec пути."", ""RGB"": ""Packed scalar spec: R/G читаются квадратично, B линейно.""}",F_SPEC_FIXED,"I≈dot((R²,G²,B),mask)·Colour0.R; A→fixed falloff path",,TODO_SPECIAL_SPEC_BA
vehicle_mesh.sps > DiffuseSampler,vehicle_mesh.sps,vehicle_mesh,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_mesh.sps > DamageSampler,vehicle_mesh.sps,vehicle_mesh,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_mesh.sps > DirtSampler,vehicle_mesh.sps,vehicle_mesh,0,DirtSampler,1,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_mesh.sps > BumpSampler,vehicle_mesh.sps,vehicle_mesh,0,BumpSampler,0,False,Карта нормалей,SEM_E8ED6DDD0F0F5B92,resolved,active,"{""A"": ""В проверенном normal decode не используется."", ""B"": ""В проверенном normal decode не используется."", ""RG"": ""Tangent-space XY: 2·RG−1; Z восстанавливается шейдером.""}",F_NORMAL_RG,"N.xy=(2·RG−1)·scale; N.z=sqrt(|1−dot(N.xy,N.xy)|)",,NORMAL_XY_AUTO
vehicle_mesh.sps > SpecSampler,vehicle_mesh.sps,vehicle_mesh,0,SpecSampler,0,False,Упакованная карта бликов,SEM_98D25017590B50F1,resolved,active,"{""A"": ""В основном deferred mesh-пути не является обычным falloff-каналом."", ""B"": ""Участвует в vehicle dirt/spec взаимодействии; это не свободный цветной spec."", ""G"": ""Квадратичная gloss/shape-компонента собственного mesh-spec пути."", ""R"": ""Квадратичная intensity-компонента дополнительного vehicle-spec.""}",F_SPEC_MESH,Iчасть∝R²·Colour0.R; gloss/shapeчасть∝G²; B участвует в dirt/spec; A не является стандартным falloff,,TODO_SPECIAL_SPEC_BA
vehicle_mesh2_enveff.sps > DiffuseSampler,vehicle_mesh2_enveff.sps,vehicle_mesh2_enveff,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_mesh2_enveff.sps > DamageSampler,vehicle_mesh2_enveff.sps,vehicle_mesh2_enveff,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_mesh2_enveff.sps > SnowSampler0,vehicle_mesh2_enveff.sps,vehicle_mesh2_enveff,0,SnowSampler0,1,False,Слой отражения окружения,SEM_D531B3EFA85E995A,resolved,active,"{""A"": ""Вес смешивания первого environment слоя."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGBA_BC3
vehicle_mesh2_enveff.sps > SnowSampler1,vehicle_mesh2_enveff.sps,vehicle_mesh2_enveff,0,SnowSampler1,1,False,Слой отражения окружения,SEM_A3FBCB161346582D,resolved,active,"{""A"": ""Независимое использование A в проверенном deferred-пути не найдено."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGB_BC1
vehicle_mesh2_enveff.sps > DirtSampler,vehicle_mesh2_enveff.sps,vehicle_mesh2_enveff,0,DirtSampler,2,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_mesh2_enveff.sps > BumpSampler,vehicle_mesh2_enveff.sps,vehicle_mesh2_enveff,0,BumpSampler,0,False,Карта нормалей,SEM_E8ED6DDD0F0F5B92,resolved,active,"{""A"": ""В проверенном normal decode не используется."", ""B"": ""В проверенном normal decode не используется."", ""RG"": ""Tangent-space XY: 2·RG−1; Z восстанавливается шейдером.""}",F_NORMAL_RG,"N.xy=(2·RG−1)·scale; N.z=sqrt(|1−dot(N.xy,N.xy)|)",,NORMAL_XY_AUTO
vehicle_mesh2_enveff.sps > SpecSampler,vehicle_mesh2_enveff.sps,vehicle_mesh2_enveff,0,SpecSampler,0,False,Упакованная карта бликов,SEM_98D25017590B50F1,resolved,active,"{""A"": ""В основном deferred mesh-пути не является обычным falloff-каналом."", ""B"": ""Участвует в vehicle dirt/spec взаимодействии; это не свободный цветной spec."", ""G"": ""Квадратичная gloss/shape-компонента собственного mesh-spec пути."", ""R"": ""Квадратичная intensity-компонента дополнительного vehicle-spec.""}",F_SPEC_MESH,Iчасть∝R²·Colour0.R; gloss/shapeчасть∝G²; B участвует в dirt/spec; A не является стандартным falloff,,TODO_SPECIAL_SPEC_BA
vehicle_mesh_enveff.sps > DiffuseSampler,vehicle_mesh_enveff.sps,vehicle_mesh_enveff,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_mesh_enveff.sps > DamageSampler,vehicle_mesh_enveff.sps,vehicle_mesh_enveff,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_mesh_enveff.sps > SnowSampler0,vehicle_mesh_enveff.sps,vehicle_mesh_enveff,0,SnowSampler0,1,False,Слой отражения окружения,SEM_D531B3EFA85E995A,resolved,active,"{""A"": ""Вес смешивания первого environment слоя."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGBA_BC3
vehicle_mesh_enveff.sps > SnowSampler1,vehicle_mesh_enveff.sps,vehicle_mesh_enveff,0,SnowSampler1,1,False,Слой отражения окружения,SEM_A3FBCB161346582D,resolved,active,"{""A"": ""Независимое использование A в проверенном deferred-пути не найдено."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGB_BC1
vehicle_mesh_enveff.sps > DirtSampler,vehicle_mesh_enveff.sps,vehicle_mesh_enveff,0,DirtSampler,1,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_mesh_enveff.sps > BumpSampler,vehicle_mesh_enveff.sps,vehicle_mesh_enveff,0,BumpSampler,0,False,Карта нормалей,SEM_E8ED6DDD0F0F5B92,resolved,active,"{""A"": ""В проверенном normal decode не используется."", ""B"": ""В проверенном normal decode не используется."", ""RG"": ""Tangent-space XY: 2·RG−1; Z восстанавливается шейдером.""}",F_NORMAL_RG,"N.xy=(2·RG−1)·scale; N.z=sqrt(|1−dot(N.xy,N.xy)|)",,NORMAL_XY_AUTO
vehicle_mesh_enveff.sps > SpecSampler,vehicle_mesh_enveff.sps,vehicle_mesh_enveff,0,SpecSampler,0,False,Упакованная карта бликов,SEM_98D25017590B50F1,resolved,active,"{""A"": ""В основном deferred mesh-пути не является обычным falloff-каналом."", ""B"": ""Участвует в vehicle dirt/spec взаимодействии; это не свободный цветной spec."", ""G"": ""Квадратичная gloss/shape-компонента собственного mesh-spec пути."", ""R"": ""Квадратичная intensity-компонента дополнительного vehicle-spec.""}",F_SPEC_MESH,Iчасть∝R²·Colour0.R; gloss/shapeчасть∝G²; B участвует в dirt/spec; A не является стандартным falloff,,TODO_SPECIAL_SPEC_BA
vehicle_nosplash.sps > DiffuseSampler,vehicle_nosplash.sps,vehicle_paint1,4,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_nosplash.sps > DamageSampler,vehicle_nosplash.sps,vehicle_paint1,4,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_nosplash.sps > DirtSampler,vehicle_nosplash.sps,vehicle_paint1,4,DirtSampler,1,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_nosplash.sps > SpecSampler,vehicle_nosplash.sps,vehicle_paint1,4,SpecSampler,0,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_nowater.sps > DiffuseSampler,vehicle_nowater.sps,vehicle_paint1,5,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_nowater.sps > DamageSampler,vehicle_nowater.sps,vehicle_paint1,5,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_nowater.sps > DirtSampler,vehicle_nowater.sps,vehicle_paint1,5,DirtSampler,1,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_nowater.sps > SpecSampler,vehicle_nowater.sps,vehicle_paint1,5,SpecSampler,0,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint1.sps > DiffuseSampler,vehicle_paint1.sps,vehicle_paint1,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint1.sps > DamageSampler,vehicle_paint1.sps,vehicle_paint1,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint1.sps > DirtSampler,vehicle_paint1.sps,vehicle_paint1,0,DirtSampler,1,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint1.sps > SpecSampler,vehicle_paint1.sps,vehicle_paint1,0,SpecSampler,0,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint1_enveff.sps > DiffuseSampler,vehicle_paint1_enveff.sps,vehicle_paint1_enveff,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint1_enveff.sps > DamageSampler,vehicle_paint1_enveff.sps,vehicle_paint1_enveff,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint1_enveff.sps > SnowSampler0,vehicle_paint1_enveff.sps,vehicle_paint1_enveff,0,SnowSampler0,0,False,Слой отражения окружения,SEM_D531B3EFA85E995A,resolved,active,"{""A"": ""Вес смешивания первого environment слоя."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGBA_BC3
vehicle_paint1_enveff.sps > SnowSampler1,vehicle_paint1_enveff.sps,vehicle_paint1_enveff,0,SnowSampler1,0,False,Слой отражения окружения,SEM_A3FBCB161346582D,resolved,active,"{""A"": ""Независимое использование A в проверенном deferred-пути не найдено."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGB_BC1
vehicle_paint1_enveff.sps > DirtSampler,vehicle_paint1_enveff.sps,vehicle_paint1_enveff,0,DirtSampler,1,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint1_enveff.sps > SpecSampler,vehicle_paint1_enveff.sps,vehicle_paint1_enveff,0,SpecSampler,0,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint2.sps > DiffuseSampler,vehicle_paint2.sps,vehicle_paint2,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint2.sps > DamageSampler,vehicle_paint2.sps,vehicle_paint2,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint2.sps > DirtSampler,vehicle_paint2.sps,vehicle_paint2,0,DirtSampler,0,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint2.sps > SpecSampler,vehicle_paint2.sps,vehicle_paint2,0,SpecSampler,0,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint2_enveff.sps > DiffuseSampler,vehicle_paint2_enveff.sps,vehicle_paint2_enveff,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint2_enveff.sps > DamageSampler,vehicle_paint2_enveff.sps,vehicle_paint2_enveff,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint2_enveff.sps > SnowSampler0,vehicle_paint2_enveff.sps,vehicle_paint2_enveff,0,SnowSampler0,0,False,Слой отражения окружения,SEM_D531B3EFA85E995A,resolved,active,"{""A"": ""Вес смешивания первого environment слоя."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGBA_BC3
vehicle_paint2_enveff.sps > SnowSampler1,vehicle_paint2_enveff.sps,vehicle_paint2_enveff,0,SnowSampler1,0,False,Слой отражения окружения,SEM_A3FBCB161346582D,resolved,active,"{""A"": ""Независимое использование A в проверенном deferred-пути не найдено."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGB_BC1
vehicle_paint2_enveff.sps > DirtSampler,vehicle_paint2_enveff.sps,vehicle_paint2_enveff,0,DirtSampler,0,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint2_enveff.sps > SpecSampler,vehicle_paint2_enveff.sps,vehicle_paint2_enveff,0,SpecSampler,0,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint3.sps > DiffuseSampler,vehicle_paint3.sps,vehicle_paint3,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint3.sps > DamageSampler,vehicle_paint3.sps,vehicle_paint3,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint3.sps > DiffuseSampler2,vehicle_paint3.sps,vehicle_paint3,0,DiffuseSampler2,1,False,Второй цветовой слой,SEM_81469946AA772F3A,resolved,active,"{""A"": ""Маска: 0 оставляет основной diffuse, 1 выбирает второй слой с tint2."", ""RGB"": ""RGB второго diffuse/livery-слоя.""}",F_DIFFUSE_LAYER2,"w=Layer.A·matDiffuseColor2.w; C=lerp(Cbase, Layer.rgb·matDiffuseColor2.rgb, w)",,DIFFUSE_RGBA_AUTO
vehicle_paint3.sps > DirtSampler,vehicle_paint3.sps,vehicle_paint3,0,DirtSampler,0,False,Маска грязи автомобиля,SEM_65D26752D3E6373C,resolved,active,"{""A"": ""Стабильная независимая художественная функция в проверенных путях не доказана."", ""B"": ""Второй dirt-level sample для runtime интерполяции."", ""G"": ""Модифицирует остаток clean/dirt blend; карта не является обычной grayscale-маской."", ""R"": ""Один из dirt-level samples; смешивается с B по глобальному wet/dirt состоянию.""}",,,Лучше использовать vanilla vehicle dirt packing.,LINEAR_RGBA_BC3
vehicle_paint3.sps > SpecSampler,vehicle_paint3.sps,vehicle_paint3,0,SpecSampler,1,False,Упакованная карта бликов,SEM_8BF329E7C64D1191,resolved,active,"{""A"": ""Жёсткость второго paint-блика: в paint1 exponent второго лоба = 15·A."", ""RGB"": ""Второй цветной paint-блик: intensity mask = dot((R²,G²,B), specMapIntMask).""}",F_SPEC_PAINT_DUAL,"ordinary: I≈SpecIntensity·Colour0.R, P=SpecFalloff; paint2: I₂=dot((R²,G²,B),mask)·Colour0.R, n₂≈15·A",,TODO_SPECIAL_SPEC_BA
vehicle_paint3_enveff.sps > DiffuseSampler,vehicle_paint3_enveff.sps,vehicle_paint3_enveff,0,DiffuseSampler,0,False,Базовый цвет,SEM_BB4DA8CCAA2A4C2A,resolved,active,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}",F_DIFFUSE_SQUARE,"C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,DIFFUSE_RGBA_AUTO
vehicle_paint3_enveff.sps > DamageSampler,vehicle_paint3_enveff.sps,vehicle_paint3_enveff,0,DamageSampler,,True,Runtime-маска повреждений,SEM_BC470E9CE43153F1,resolved,active,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,,SKIP_ENGINE_RESOURCE
vehicle_paint3_enveff.sps > SnowSampler0,vehicle_paint3_enveff.sps,vehicle_paint3_enveff,0,SnowSampler0,0,False,Слой отражения окружения,SEM_D531B3EFA85E995A,resolved,active,"{""A"": ""Вес смешивания первого environment слоя."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,,COLOR_RGBA_BC3
