semantic_portrait_id,transport_profile_id,activity,member_count,slot_names,channels,formulas,notes,shader_slots
SEM_C627EBE8953FDE17,NORMAL_XY_AUTO,active,72,BumpSampler_layer0 | BumpSampler_layer1 | BumpSampler_layer2 | BumpSampler_layer3,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}",surface = Σ wi × layer_i,,terrain_cb_4lyr.sps > BumpSampler_layer0 | terrain_cb_4lyr.sps > BumpSampler_layer1 | terrain_cb_4lyr.sps > BumpSampler_layer2 | terrain_cb_4lyr.sps > BumpSampler_layer3 | terrain_cb_4lyr_2tex.sps > BumpSampler_layer0 | terrain_cb_4lyr_2tex.sps > BumpSampler_layer1 | terrain_cb_4lyr_2tex.sps > BumpSampler_layer2 | terrain_cb_4lyr_2tex.sps > BumpSampler_layer3 | terrain_cb_w_4lyr.sps > BumpSampler_layer0 | terrain_cb_w_4lyr.sps > BumpSampler_layer1 | terrain_cb_w_4lyr.sps > BumpSampler_layer2 | terrain_cb_w_4lyr.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_2tex.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_2tex.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_2tex.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_2tex.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_2tex_blend.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_2tex_blend.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_2tex_blend.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_2tex_blend.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_2tex_blend_pxm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_2tex_blend_pxm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_2tex_blend_pxm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_2tex_blend_pxm.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_2tex_pxm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_2tex_pxm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_2tex_pxm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_2tex_pxm.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_cm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_cm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_cm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_cm.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_cm_pxm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_cm_pxm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_cm_pxm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_cm_pxm.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_cm_pxm_tnt.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_cm_pxm_tnt.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_cm_pxm_tnt.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_cm_pxm_tnt.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_cm_tnt.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_cm_tnt.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_cm_tnt.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_cm_tnt.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_pxm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_pxm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_pxm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_pxm.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_pxm_spm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_pxm_spm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_pxm_spm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_pxm_spm.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_spec.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_spec.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_spec.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_spec.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_spec_int.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_spec_int.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_spec_int.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_spec_int.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_spec_int_pxm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_spec_int_pxm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_spec_int_pxm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_spec_int_pxm.sps > BumpSampler_layer3 | terrain_cb_w_4lyr_spec_pxm.sps > BumpSampler_layer0 | terrain_cb_w_4lyr_spec_pxm.sps > BumpSampler_layer1 | terrain_cb_w_4lyr_spec_pxm.sps > BumpSampler_layer2 | terrain_cb_w_4lyr_spec_pxm.sps > BumpSampler_layer3
SEM_C788B5497F4D43B2,MIXED_COLOR_HEIGHT_BC3,active,2,TextureSampler_layer0 | TextureSampler_layer1,"{""A"": ""Высота/приоритет слоя для height-aware смешивания."", ""RGB"": ""Цвет соответствующего слоя terrain.""}","blend = height-aware(Texture0.A, Texture1.A, lookup.RG)",,blend_2lyr.sps > TextureSampler_layer0 | blend_2lyr.sps > TextureSampler_layer1
SEM_C9A6E26136C17449,DIFFUSE_RGBA_AUTO,active,5,DiffuseSampler,"{""A"": ""Вход alpha/opacity поверхности; opaque bucket обычно сам по себе не превращает его в cutout."", ""RGB"": ""Базовый цвет/цвет эмиссии.""}","hard=(alpha−alphaRef)/((1−alphaRef)·0.1); alpha=lerp(alpha,hard,HardAlphaBlend)",,normal_reflect.sps > DiffuseSampler | normal_reflect_alpha.sps > DiffuseSampler | normal_reflect_screendooralpha.sps > DiffuseSampler | spec_reflect.sps > DiffuseSampler | spec_reflect_alpha.sps > DiffuseSampler
SEM_CE68A5AAAACC13AE,COLOR_RGB_BC1,active,6,EnvironmentSampler,"{""A"": ""В исследованных reflect-путях не используется."", ""RGB"": ""Цветное статическое сферическое отражение.""}",reflectionRGB = EnvironmentSampler.RGB × reflectivePower,"Это 2D spherical environment map; размытие задаётся самой текстурой/mips, не SpecSampler.A.",glass.sps > EnvironmentSampler | glass_displacement.sps > EnvironmentSampler | glass_emissive.sps > EnvironmentSampler | glass_emissive_alpha.sps > EnvironmentSampler | glass_emissivenight.sps > EnvironmentSampler | glass_emissivenight_alpha.sps > EnvironmentSampler
SEM_CFDD47D7E1C5858C,LINEAR_R_OR_RG_BC5,active,1,ditherSampler,"{""GBA"": ""Не используются."", ""R"": ""Малый центрированный шум R−0.5 против banding.""}",,,sky_system.sps > ditherSampler
SEM_D2524F945066B581,LINEAR_R_OR_RG_BC5,active,1,FontSampler,"{""GBA"": ""Не используются в проверенном plate deferred-пути."", ""R"": ""Signed-distance/coverage символа; через derivatives превращается в сглаженную маску.""}","mask=smoothstep(center−ε, center+ε, Font.R)",,vehicle_licenseplate.sps > FontSampler
SEM_D531B3EFA85E995A,COLOR_RGBA_BC3,active,11,SnowSampler0,"{""A"": ""Вес смешивания первого environment слоя."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,vehicle_mesh2_enveff.sps > SnowSampler0 | vehicle_mesh_enveff.sps > SnowSampler0 | vehicle_paint1_enveff.sps > SnowSampler0 | vehicle_paint2_enveff.sps > SnowSampler0 | vehicle_paint3_enveff.sps > SnowSampler0 | vehicle_paint4_enveff.sps > SnowSampler0 | vehicle_paint5_enveff.sps > SnowSampler0 | vehicle_paint6_enveff.sps > SnowSampler0 | vehicle_paint7_enveff.sps > SnowSampler0 | vehicle_paint8.sps > SnowSampler0 | vehicle_paint9.sps > SnowSampler0
SEM_D58F5A7333EE6DED,LINEAR_R_OR_RG_BC5,active,1,distanceMapSampler,"{""GBA"": ""Не используются."", ""R"": ""Бинарная/сглаженная маска с порогом около 0.5.""}","forward alpha=(R≥0.5); deferred alpha=smoothstep(0.5−ε,0.5+ε,R)",,distance_map.sps > distanceMapSampler
SEM_DAD0B487CB04F5FD,DIFFUSE_RGBA_AUTO,active,6,DiffuseSampler,"{""A"": ""Маска эмиссии и surface alpha; в additive-вариантах также формирует premultiplied source color."", ""RGB"": ""Базовый цвет поверхности. Для TNT дополнительно умножается на RGB выбранной палитры.""}",emissive = DiffuseSampler.A × emissiveMultiplier × runtime(gEmissiveScale) × Colour0.B | surface_alpha = DiffuseSampler.A × Colour0.A,,emissive.sps > DiffuseSampler | emissive_alpha.sps > DiffuseSampler | emissive_clip.sps > DiffuseSampler | emissivestrong.sps > DiffuseSampler | emissivestrong_alpha.sps > DiffuseSampler | normal_spec_emissive.sps > DiffuseSampler
SEM_DC1F84AE691EE13B,LINEAR_RGB_BC1,active,12,DensitySampler | DetailDensity2Sampler | DetailDensitySampler,"{""A"": ""Не используется в исследованном cloud path."", ""B"": ""Не используется в исследованном cloud path."", ""G"": ""Плотность: базово d=1−G; animated detail использует d=1−G²."", ""R"": ""Не используется в исследованном cloud path.""}",base d=1−Density.G; animated detail d=1−Detail.G²,,clouds_altitude.sps > DensitySampler | clouds_altitude.sps > DetailDensity2Sampler | clouds_altitude.sps > DetailDensitySampler | clouds_anim.sps > DensitySampler | clouds_anim.sps > DetailDensity2Sampler | clouds_anim.sps > DetailDensitySampler | clouds_animsoft.sps > DensitySampler | clouds_animsoft.sps > DetailDensity2Sampler | clouds_animsoft.sps > DetailDensitySampler | clouds_fast.sps > DensitySampler | clouds_fog.sps > DensitySampler | clouds_soft.sps > DensitySampler
SEM_DDBBED16C22D7212,LINEAR_R_OR_RG_BC5,active,8,heightMapSamplerLayer0 | heightMapSamplerLayer1 | heightMapSamplerLayer2 | heightMapSamplerLayer3,"{""A"": ""Не используется в исследованном пути."", ""B"": ""Не используется в исследованном пути."", ""G"": ""Локальная specular-маска слоя; участвует как G²."", ""R"": ""Высота для parallax/height offset.""}","s=Gheight²; I=Ispm×lerp(1,s,IntensityAdjust); n=Fspm×lerp(1,s,FalloffAdjust)",,terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > heightMapSamplerLayer0 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > heightMapSamplerLayer1 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > heightMapSamplerLayer2 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > heightMapSamplerLayer3 | terrain_cb_w_4lyr_pxm_spm.sps > heightMapSamplerLayer0 | terrain_cb_w_4lyr_pxm_spm.sps > heightMapSamplerLayer1 | terrain_cb_w_4lyr_pxm_spm.sps > heightMapSamplerLayer2 | terrain_cb_w_4lyr_pxm_spm.sps > heightMapSamplerLayer3
SEM_DED4846B449C5250,COLOR_RGB_BC1,active,5,SnowSampler,"{""A"": ""В проверенном deferred-пути не читается."", ""RGB"": ""Цвет env/snow overlay, смешиваемый с diffuse runtime-фактором.""}",,,ped_cloth_enveff.sps > SnowSampler | ped_default_enveff.sps > SnowSampler | ped_enveff.sps > SnowSampler | ped_wrinkle_cloth_enveff.sps > SnowSampler | ped_wrinkle_enveff.sps > SnowSampler
SEM_DF4B198F382521F9,TODO_SPECIAL_SPEC_BA,active,6,SpecSampler,"{""A"": ""Линейный exponent/falloff; при detail также A_detail."", ""B"": ""Линейный weighted intensity через specMapIntMask.B."", ""G"": ""Квадратится; weighted intensity через specMapIntMask.G; у spec-only ещё blend alpha."", ""R"": ""Квадратится; weighted intensity через specMapIntMask.R.""}","D=.5*Detail(UV*detailSettings.zw)+.5*Detail(UV*detailSettings.zw*3.17); A_detail=SpecSampler.A; M=1-D.r*detailSettings.x*A_detail; Nxy+=D.xy*detailSettings.y*A_detail | S=(Spec.R^2,Spec.G^2,Spec.B,Spec.A); I=dot(S.rgb,specMapIntMask.xyz)*specularIntensityMult; P=S.a*specularFalloffMult",,normal_spec_decal_detail.sps > SpecSampler | normal_spec_detail.sps > SpecSampler | normal_spec_detail_dpm.sps > SpecSampler | normal_spec_detail_dpm_tnt.sps > SpecSampler | normal_spec_detail_dpm_vertdecal_tnt.sps > SpecSampler | normal_spec_detail_tnt.sps > SpecSampler
SEM_DFBA8FAD83518B9E,PALETTE_RGBA8,active,1,TintPaletteSampler,"{""A"": ""В проверенном tint-пути стабильная artist-facing роль не установлена."", ""RGB"": ""Tint-множитель выбирается через Colour0.B и tintPaletteSelector.X.""}","E = emissiveMultiplier·Diffuse.A·gEmissiveScale; RGB = Diffuse.RGB·tint.RGB | tint = TintPalette(Colour0.B, tintPaletteSelector.X); RGB *= tint.RGB",,weapon_emissive_tnt.sps > TintPaletteSampler
SEM_E4616B66336F2A33,NORMAL_XY_AUTO,active,5,WrinkleSampler_B,"{""BA"": ""Не читаются в проверенном blend."", ""RG"": ""Целевая XY-нормаль B.""}",,,ped_wrinkle.sps > WrinkleSampler_B | ped_wrinkle_cloth.sps > WrinkleSampler_B | ped_wrinkle_cloth_enveff.sps > WrinkleSampler_B | ped_wrinkle_cs.sps > WrinkleSampler_B | ped_wrinkle_enveff.sps > WrinkleSampler_B
SEM_E5E2CBEE9EB963E1,SKIP_ENGINE_RESOURCE,active,2,StippleSampler,"{""GBA"": ""Не читаются в проверенных layer PS."", ""R"": ""Экранный паттерн отбрасывания пикселей.""}",,,grass_fur.sps > StippleSampler | grass_fur_mask.sps > StippleSampler
SEM_E5F13C1CA164E7EB,PALETTE_RGBA8,active,2,TintPaletteSampler,"{""A"": ""Отдельно не используется."", ""RGB"": ""Цвет палитры, умножаемый на итоговый terrain RGB.""}","RGBout = RGBterrain × TintPalette(Colour0.B, tintPaletteSelector.X)",,terrain_cb_w_4lyr_cm_pxm_tnt.sps > TintPaletteSampler | terrain_cb_w_4lyr_cm_tnt.sps > TintPaletteSampler
SEM_E81DD0EBFDA45264,NORMAL_XY_AUTO,active,11,BumpSampler,"{""A"": ""Не читается для восстановления обычной normal."", ""B"": ""Не читается для восстановления обычной normal."", ""RG"": ""XY-нормаль в tangent space: Nxy = (2·RG−1)·max(bumpiness, 0.001).""}","Nxy = (2·RG−1)·max(bumpiness, 0.001)",,cloth_normal_spec.sps > BumpSampler | cloth_normal_spec_alpha.sps > BumpSampler | cloth_normal_spec_cutout.sps > BumpSampler | cloth_normal_spec_tnt.sps > BumpSampler | grass_fur.sps > BumpSampler | grass_fur_mask.sps > BumpSampler | trees_normal.sps > BumpSampler | trees_normal_diffspec.sps > BumpSampler | trees_normal_diffspec_tnt.sps > BumpSampler | trees_normal_spec.sps > BumpSampler | trees_normal_spec_tnt.sps > BumpSampler
SEM_E864034EB49D0407,COLOR_RGB_BC1,active,1,DiffuseSampler2,"{""A"": ""Игнорируется: alpha source принудительно берётся из Colour0.A."", ""RGB"": ""Overlay colour; смешивается поверх base по 1-Colour0.A.""}",a=1-Colour0.A; Albedo.rgb=Base.rgb*(1-a)+DiffuseSampler2.rgb*a,,normal_spec_detail_dpm_vertdecal_tnt.sps > DiffuseSampler2
SEM_E8ED6DDD0F0F5B92,NORMAL_XY_AUTO,active,25,BumpSampler | BumpSampler2 | DirtBumpSampler | PlateBgBumpSampler,"{""A"": ""В проверенном normal decode не используется."", ""B"": ""В проверенном normal decode не используется."", ""RG"": ""Tangent-space XY: 2·RG−1; Z восстанавливается шейдером.""}","N.xy=(2·RG−1)·scale; N.z=sqrt(|1−dot(N.xy,N.xy)|)",,vehicle_badges.sps > BumpSampler | vehicle_basic.sps > BumpSampler | vehicle_cloth.sps > BumpSampler | vehicle_cloth2.sps > BumpSampler | vehicle_cutout.sps > BumpSampler | vehicle_generic.sps > BumpSampler | vehicle_interior.sps > BumpSampler | vehicle_licenseplate.sps > PlateBgBumpSampler | vehicle_mesh.sps > BumpSampler | vehicle_mesh2_enveff.sps > BumpSampler | vehicle_mesh_enveff.sps > BumpSampler | vehicle_paint6.sps > BumpSampler2 | vehicle_paint6_enveff.sps > BumpSampler2 | vehicle_paint8.sps > BumpSampler | vehicle_paint8.sps > DirtBumpSampler | vehicle_paint9.sps > BumpSampler | vehicle_paint9.sps > DirtBumpSampler | vehicle_shuts.sps > BumpSampler | vehicle_tire.sps > BumpSampler | vehicle_tire_emissive.sps > BumpSampler | vehicle_track.sps > BumpSampler | vehicle_track2.sps > BumpSampler | vehicle_track2_emissive.sps > BumpSampler | vehicle_track_ammo.sps > BumpSampler | vehicle_track_emissive.sps > BumpSampler
SEM_EC2EFDBB96D47E4C,TODO_SPECIAL_SPEC_BA,active,2,SpecSampler,"{""A"": ""Линейный falloff input P=512·A."", ""RGB"": ""Интенсивность rotor-spec: dot((R²,G²,B), specMapIntMask), затем фиксированный scale 0.4.""}","I≈0.4·dot((R²,G²,B),mask)·Colour0.R; P=512·A",,vehicle_blurredrotor.sps > SpecSampler | vehicle_blurredrotor_emissive.sps > SpecSampler
SEM_EF09C2A8BCC20532,COLOR_RGB_BC1,active,84,TextureSampler_layer0 | TextureSampler_layer1 | TextureSampler_layer2 | TextureSampler_layer3,"{""A"": ""В 4-layer terrain-пути отдельно не читается."", ""RGB"": ""Цвет соответствующего слоя terrain.""}",surface = Σ wi × layer_i,,terrain_cb_4lyr.sps > TextureSampler_layer0 | terrain_cb_4lyr.sps > TextureSampler_layer1 | terrain_cb_4lyr.sps > TextureSampler_layer2 | terrain_cb_4lyr.sps > TextureSampler_layer3 | terrain_cb_4lyr_2tex.sps > TextureSampler_layer0 | terrain_cb_4lyr_2tex.sps > TextureSampler_layer1 | terrain_cb_4lyr_2tex.sps > TextureSampler_layer2 | terrain_cb_4lyr_2tex.sps > TextureSampler_layer3 | terrain_cb_4lyr_lod.sps > TextureSampler_layer0 | terrain_cb_4lyr_lod.sps > TextureSampler_layer1 | terrain_cb_4lyr_lod.sps > TextureSampler_layer2 | terrain_cb_4lyr_lod.sps > TextureSampler_layer3 | terrain_cb_w_4lyr.sps > TextureSampler_layer0 | terrain_cb_w_4lyr.sps > TextureSampler_layer1 | terrain_cb_w_4lyr.sps > TextureSampler_layer2 | terrain_cb_w_4lyr.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_2tex.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_2tex.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_2tex.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_2tex.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_2tex_blend.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_2tex_blend.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_2tex_blend.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_2tex_blend.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_2tex_blend_lod.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_2tex_blend_lod.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_2tex_blend_lod.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_2tex_blend_lod.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_2tex_blend_pxm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_2tex_blend_pxm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_2tex_blend_pxm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_2tex_blend_pxm.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_2tex_blend_pxm_spm.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_2tex_pxm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_2tex_pxm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_2tex_pxm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_2tex_pxm.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_cm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_cm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_cm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_cm.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_cm_pxm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_cm_pxm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_cm_pxm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_cm_pxm.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_cm_pxm_tnt.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_cm_pxm_tnt.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_cm_pxm_tnt.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_cm_pxm_tnt.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_cm_tnt.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_cm_tnt.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_cm_tnt.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_cm_tnt.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_lod.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_lod.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_lod.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_lod.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_pxm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_pxm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_pxm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_pxm.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_pxm_spm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_pxm_spm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_pxm_spm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_pxm_spm.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_spec.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_spec.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_spec.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_spec.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_spec_int.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_spec_int.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_spec_int.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_spec_int.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_spec_int_pxm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_spec_int_pxm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_spec_int_pxm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_spec_int_pxm.sps > TextureSampler_layer3 | terrain_cb_w_4lyr_spec_pxm.sps > TextureSampler_layer0 | terrain_cb_w_4lyr_spec_pxm.sps > TextureSampler_layer1 | terrain_cb_w_4lyr_spec_pxm.sps > TextureSampler_layer2 | terrain_cb_w_4lyr_spec_pxm.sps > TextureSampler_layer3
SEM_F5C200D5FED2F46E,DIFFUSE_RGBA_AUTO,active,1,DiffuseSampler,"{""A"": ""Альфа поверхности."", ""RGB"": ""Базовый albedo и исходник двух generated-diffspec сигналов; в TNT spec вычисляется до palette tint.""}","L1=dot(Diffuse.RGB,SpecDesaturateIntensity.XYZ); S1=Overlay(L1,SpecDesaturateIntensity.W); L2=dot(Diffuse.RGB,SpecDesaturateExponent.XYZ); S2=Overlay(L2,SpecDesaturateExponent.W); I=dot((S1,S2,0),specMapIntMask)·specularIntensityMult | surface_alpha = DiffuseSampler.A × Colour0.A; затем runtime умножает globalAlpha",,normal_diffspec.sps > DiffuseSampler
SEM_FA7D74320A66D6BB,LINEAR_R_OR_RG_BC5,active,1,gMirrorCrackSampler,"{""A"": ""В основном mirror_crack path не используется."", ""B"": ""В основном mirror_crack path не используется."", ""RG"": ""Смещение экранного отражения: RG×2−1.""}","screenUV += (Crack.RG×2−1)×gMirrorCrackAmount/(512,256)",,mirror_crack.sps > gMirrorCrackSampler
SEM_FAF749A86D36BEA9,DIFFUSE_RGBA_AUTO,active,7,DiffuseSampler,"{""A"": ""Opacity/cutout source; затем умножается на общие alpha factors."", ""RGB"": ""Цвет поверхности.""}",,,cloth_default.sps > DiffuseSampler | cloth_normal_spec.sps > DiffuseSampler | cloth_normal_spec_alpha.sps > DiffuseSampler | cloth_normal_spec_cutout.sps > DiffuseSampler | cloth_normal_spec_tnt.sps > DiffuseSampler | cloth_spec_alpha.sps > DiffuseSampler | cloth_spec_cutout.sps > DiffuseSampler
SEM_FBDBAC8737ED9566,NORMAL_XY_AUTO,active,2,WrinkleSampler_A | WrinkleSampler_B,"{""A"": ""Не используется в wrinkle blend."", ""B"": ""Не используется в wrinkle blend."", ""RG"": ""Tangent-space normal XY target для последовательного lerp.""}","a=dot(M0,S0)+dot(M1,S1); b=dot(M2,S2)+dot(M3,S3); N=lerp(lerp(Bump.xy,WrinkleA.xy,a),WrinkleB.xy,b); N*=bumpiness",,normal_spec_wrinkle.sps > WrinkleSampler_A | normal_spec_wrinkle.sps > WrinkleSampler_B
SEM_FC1AEBB65E4C9E4B,LINEAR_RGBA_BC3,active,8,ComboHeightSamplerFur01 | ComboHeightSamplerFur23 | ComboHeightSamplerFur45 | ComboHeightSamplerFur67,"{""A"": ""Height/coverage нечётного слоя пары: 1, 3, 5 или 7."", ""B"": ""В восьми проверенных layer PS не читается."", ""G"": ""Height/coverage чётного слоя пары: 0, 2, 4 или 6."", ""R"": ""В восьми проверенных layer PS не читается.""}",,,grass_fur.sps > ComboHeightSamplerFur01 | grass_fur.sps > ComboHeightSamplerFur23 | grass_fur.sps > ComboHeightSamplerFur45 | grass_fur.sps > ComboHeightSamplerFur67 | grass_fur_mask.sps > ComboHeightSamplerFur01 | grass_fur_mask.sps > ComboHeightSamplerFur23 | grass_fur_mask.sps > ComboHeightSamplerFur45 | grass_fur_mask.sps > ComboHeightSamplerFur67
